87f4438df9f0705357860cd615c1eecac5b37d73	chore(release): 发布 1.0.23 版本
4035dafd7dc3ba997ab9a6c841670fccc707b84e	chore(docs,config): 更新文档、依赖与模型目录
e523df138dceee58b14cbde805f0e7badc0b616b	test(scripts): 扩充架构与兼容性验证脚本
647be64a8ee1ef092aa61fe50a4502bd320f93e7	feat(ui): 重构聊天与设置主题体验组件
070c67426ff74a9e2d44043f5c0e37978f546cf9	feat(modules): 统一助手运行时与知识检索策略
affe2ff3d483e445cc536137c1ad44b15b254605	feat(context): 完善上下文编排与压缩守护链路
eb9f059bf0c38fe8270ebfc32c502ee295ce14ce	refactor(theme): 压缩主题令牌并新增背景环境系统
0ccb6d5e5b4bc48758126c2d685f7a72b60ccdb8	feat(context): complete model compression lock and RAG fallback reporting
3a544e4f43fea7fe509e8212eaf8d60ba2c702bb	merge: 合并聊天过程与 MCP 输出修复
1f860445164712581f1b5e9bacadc1f750ede9c7	merge: 合并 Expo 依赖断言修复
c0a7d3f80abd145699f242a8f3a5b6deae3c19e3	merge: 合并上下文容量卡片
4bc00e42fd2a6760d6cb67f141bf28a634a924d4	merge: 合并模型上下文压缩与参数修复
750ac08267ddf262fc87be5c53f929d06b03a3b3	test(assistant-runtime): 覆盖按会话读取上下文回执的 SQL 路径
7c1543116266c495089e860f178b8da48de20b71	feat(settings): 上下文页新增模型压缩开关并补回归
4318878303035b5afaa40f202ddb45a692a2bb99	feat(context): 压缩过程以进行中状态展示
74653e37c7be998de3439e5caf1a8a972cb11628	feat(context): 支持用当前选中模型压缩上下文
468d81ee9eec98995cd29318912762119e416e1f	feat(chat): 首页新增上下文容量卡片
fd7ab6af612107630d55813f40cad7ee065f8a43	docs(readme): 版本信息更新到 1.0.22
fcd4a91ba445d1084287398c22aaaba93808033b	fix(test): 修复四处随实现改名失效的源码断言
4b8e185be8778d36f7f93f77c5920a30767c94ab	test(providers): 覆盖全部推理模式与输出预算优先级
ddbbe9f5414a28a0c5c3dc6c845568137b4b0fbc	fix(chat): 用户配置的输出预算与温度参与请求
26ea81c533bca03e60e9a6d103a17a6877233ab7	fix(test): expo-blur 断言改为跟随实际消费方
f55c5868fe9494e5e69cf9f2e72ee153e401070b	fix(test): jest 只在 src 与 scripts 下发现用例
11c16563d68d09bca717eb6c170bd4e79bfe1d6b	fix(test): jest 转换 moti 以恢复主题表层套件
5992f86b424d632bc6d787845019c14e918a5f7b	fix(repo): 工作树行尾统一为 LF
d399c68d6741987ba68820fc5b122fd8628a1f58	test(mcp): 工具兜底契约改为不回显原始输出
0ba7891c2004e271224e5c136f229fd1b7a83914	wip(chat): 暂存 MessageBubble 生命周期面板精简
ce12d219f75e23cd0a52ed7a027c55a939871a2c	fix(assets): 模型 fixture 不再参与 EOL 转换
c98ef1d09b0fcdd028303cbaf91b5d5475f9f1f6	fix(test): 富卡片整宽断言改为匹配现行实现
a0e38788f9ec402a7c034895a26cd4ec2429ce1f	fix(architecture): 修复边界 gate 的两条阻塞项
d600a00e1f69685153e205c2f104bcbca256f833	refactor(chat): 画布与 Composer 共用阅读栏
9feadd0bf3069dbf91a4cd089a630d0713e8c5c2	feat(release): 发布 1.0.22 版本
bcf09850cb026ec8c008bfab62c684c6e3ec5f17	chore(website): 新增站点静态资源
a6c289c9e013eade4d66cb127f6d243fa5eb845d	fix(i18n): 错误提示跟随所选语言渲染
9dc9cb80df763cb708d70c161c719b3f3af2d91b	fix(ui): rebuild chat layout and themed feedback
14c88ce8458b39ba70df31013f77fdf111d6cbed	docs(release): 收敛 1.0.21 更新说明措辞
871c25d97b15e16597a5f9deed775a4f5f0702df	docs(repo): 更新 1.0.21 文档与署名归并
756ce66d8e3fa48b05b56b931ba65b97c6381e4d	fix(release): 发布 1.0.21 对话体验修复
53f96a363e6abf649b639ad20b3a33a0fb3f985f	chore(release): 完善构建资产清理
377e3e849c036c52e51a1d4bf38a1fcf0aead9f0	chore(release): 发布 1.0.20 体验与模型更新
d3db1d15a3ac81821c81a1ec39cd24ebecf7fb1c	fix(release): 发布 1.0.19 稳定性版本
8d112ad1bdd5997a6c738a10d373c3c588a1934a	docs(chat): define long-draft composer design
1147a09899adc922dac0450bf05da5be129d1158	docs(architecture): 更新 vNext 迁移与恢复边界
ea9efd3eee27ab4e75d4644455391acacbf1a49e	chore(release): 发布 1.0.18 并整理验证入口
2617c7888ba937168a019c14990b119219003477	feat(theme): 完善聊天与设置主题表达
9c5c20fc2740526afc3b9c3308e3f0044dd9055c	feat(runtime): 完善对话运行时持久化与恢复
f9e6d1492ab9d7359c21b09a037a6c9859d7e19f	feat(theme): 发布 1.0.17 四主题体验
1afed1590fb8613a85f92aab4a988f1335825c03	chore(release): 发布 1.0.16 正式版本
1b4b758e64ec35abefa0955c2ae17606247060cc	docs(repo): 移除本地代理配置并简化 README [skip actions]
88fe040cc880f509cc4ae471415fe45aa9813414	docs(readme): 重写项目说明并清理仓库目录 [skip actions]
897532d464e79721ab4e270cec4805cb93a53b15	chore(release): 发布 1.0.15 正式版本 [skip actions]
588278950849adea156ccf9742148e967d2ed944	refactor(vnext): 完成 1.0.14 架构与体验升级 [skip actions]
f6b2c2ccd49859af40c12a58821dde172542b6fa	fix(providers): 修复批量启用状态合并
07081d05b2177ecd11ca0a7ee719180b97788f9b	perf(providers): 优化批量启用后的运行负载
1255fb46b36fe6d62e9601c10d50d1279b91f4ee	feat(modernization): 完成跨层现代化改造
d63167fb223875f1af056ea03ccb4a8db617fe26	feat(provider): 建立中转兼容能力层
0bae038fefd55c18e0dac49c52b1f9f337a2800d	fix(release): 发布 1.0.13 并修复 MiMo 导入
0fe750e40a048ffbaf900683c9018d3d6da9daca	fix(chat): 优化顶部栏动效与图标语义
7be615b32ac289e6e0fd9beadb9e9efee8277679	fix(chat): 修正思考展开内容
e764ff42d9f7b5d650ef25419c8d17a466af28fa	fix(chat): 优化模型回复状态展示
768eba8bba309572fa8e25a5174c5b0714618779	fix(provider): 泛化模型展示名能力识别
ab803218127acbae5879f45434ae44d02c64caf5	fix(provider): 识别 Grok 控制台模型能力
fe67adc707d549da3b497760f621e02b4800e391	fix(provider): 修复服务商导入与运行时错误诊断
12c7a191bdfcbfacff1d78500fa1b6bf1671071b	fix(mimo): 修复参数错误降级处理
bc678834ba80bdbf836b907534ed32f6e11791a7	fix(provider): 完善供应商兼容与调试运行链路 [skip ci]
14a3da7467081db5a3d5c4835e691c83120965c9	fix(provider): 修复多协议供应商导入与端点选择问题
2cec3a45719f6c43ce308ac05c478119233d2f97	fix(ui): 修复键盘遮挡和模型选择器滚动问题
9593d0d838469e9ad105cd6db3ff9b00c87797f3	fix(provider): 修复导入界面输入框键盘遮挡问题
b770903871585f215a2adb008e6d35e8a781cf09	fix(provider): 修复多协议供应商导入重复问题
5089d3252f89df000264ee5528fd26687585510c	feat(release): 发布 1.0.12 聊天体验更新
b7db5963800425a5ac319d9bdfcaedbd79f3098f	fix(chat): 修复工具调用与更新交互问题
3a6fcc57120f38612581f2cc2e37c24cb0381b91	fix(updates): 修复 APK 更新清单滞后
3a4ed2a493e4a7877308ec00f7eb39d533b6c9bd	fix(android): 修复聊天界面与搜索工具体验
c1139fe3aa8cb7316c71cf120e61dce41c60b1a1	fix(release): 发布 1.0.9 并修复发版门禁
c97006bb0ffb966c3b09e9b1330d09ba48045c7f	feat(runtime): 强化 provider、主题与 Android 审计
ebe7abb51388e2dbe4975e099a847d4245bb4dd4	fix(release): 发布 1.0.8 并补齐发版门禁
08be5d8e5784ac50379bdbb7ccb3c9d3d427aef5	fix(ui): 状态栏跟随内容背景色
e0f41d4ed558d01cea273fee348e7f10529fda6b	fix(ui): Dialog状态栏使用浅色图标
a4b789a9431c5b629cc750f06e22b6389a0f07ba	fix(ui): 修复状态栏沉浸感体验
1d7883f6c9832677e4f55559cc2df1ac89bb2fc0	feat: 累积功能更新和优化
b1880f7806b2f21dbe68219fee3bb833f286ad69	refactor(store): 拆分流式处理为独立Store模块
eef5a8d176f74add5d376dff417136450075b4fb	feat(android): 集成Android 16 KB APK自动验证
eae6e97733478a8d35910f5fd97ba2dece600a82	chore: 清理临时文件并添加新功能模块
b8c34ed1f06dfd5a8fd9775c2b317b3a91b89616	docs(readme): 移除公开文档目录索引
a09a86182061c2cf0901850541d030a2fd70c73d	docs(readme): 精简公开文档入口
f42e432b4903161a27d8e5ef2d87e03efa0bf618	chore(release): 发布 1.0.7
79f8190f66ec09ac80c072d19a27360ffacfbb3d	fix(app): 优化聊天交互与更新检查可靠性
